zipcode,zone,trange,zonetitle
45783,6b,-5 to 0,6b: -5 to 0
45784,6b,-5 to 0,6b: -5 to 0
45786,6b,-5 to 0,6b: -5 to 0
45787,6b,-5 to 0,6b: -5 to 0
45788,6b,-5 to 0,6b: -5 to 0
45789,6b,-5 to 0,6b: -5 to 0
45801,6a,-10 to -5,6a: -10 to -5
45802,6b,-5 to 0,6b: -5 to 0
45804,6a,-10 to -5,6a: -10 to -5
45805,6a,-10 to -5,6a: -10 to -5
45806,6a,-10 to -5,6a: -10 to -5
45807,6a,-10 to -5,6a: -10 to -5
45808,6a,-10 to -5,6a: -10 to -5
45809,6a,-10 to -5,6a: -10 to -5
45810,6a,-10 to -5,6a: -10 to -5
45812,6a,-10 to -5,6a: -10 to -5
45813,6a,-10 to -5,6a: -10 to -5
45814,6a,-10 to -5,6a: -10 to -5
45815,6a,-10 to -5,6a: -10 to -5
45816,6a,-10 to -5,6a: -10 to -5
45817,6a,-10 to -5,6a: -10 to -5
45819,6a,-10 to -5,6a: -10 to -5
45821,6a,-10 to -5,6a: -10 to -5
45822,6a,-10 to -5,6a: -10 to -5
45826,6a,-10 to -5,6a: -10 to -5
45827,6a,-10 to -5,6a: -10 to -5
45828,6a,-10 to -5,6a: -10 to -5
45830,6a,-10 to -5,6a: -10 to -5
45831,6a,-10 to -5,6a: -10 to -5
45832,6a,-10 to -5,6a: -10 to -5
45833,6a,-10 to -5,6a: -10 to -5
45835,6a,-10 to -5,6a: -10 to -5
45836,6a,-10 to -5,6a: -10 to -5
45837,6a,-10 to -5,6a: -10 to -5
45838,6a,-10 to -5,6a: -10 to -5
45839,6b,-5 to 0,6b: -5 to 0
45840,6b,-5 to 0,6b: -5 to 0
45841,6a,-10 to -5,6a: -10 to -5
45843,6a,-10 to -5,6a: -10 to -5
45844,6a,-10 to -5,6a: -10 to -5
45845,6a,-10 to -5,6a: -10 to -5
45846,6a,-10 to -5,6a: -10 to -5
45848,6a,-10 to -5,6a: -10 to -5
45849,6a,-10 to -5,6a: -10 to -5
45850,6a,-10 to -5,6a: -10 to -5
45851,6a,-10 to -5,6a: -10 to -5
45853,6a,-10 to -5,6a: -10 to -5
45854,6a,-10 to -5,6a: -10 to -5
45856,6a,-10 to -5,6a: -10 to -5
45858,6a,-10 to -5,6a: -10 to -5
45859,6a,-10 to -5,6a: -10 to -5
45860,6a,-10 to -5,6a: -10 to -5
45861,6a,-10 to -5,6a: -10 to -5
45862,6a,-10 to -5,6a: -10 to -5
45863,6a,-10 to -5,6a: -10 to -5
45864,6a,-10 to -5,6a: -10 to -5
45865,6a,-10 to -5,6a: -10 to -5
45866,6a,-10 to -5,6a: -10 to -5
45867,6a,-10 to -5,6a: -10 to -5
45868,6a,-10 to -5,6a: -10 to -5
45869,6a,-10 to -5,6a: -10 to -5
45870,6a,-10 to -5,6a: -10 to -5
45871,6a,-10 to -5,6a: -10 to -5
45872,6a,-10 to -5,6a: -10 to -5
45873,6a,-10 to -5,6a: -10 to -5
45874,6a,-10 to -5,6a: -10 to -5
45875,6a,-10 to -5,6a: -10 to -5
45876,6a,-10 to -5,6a: -10 to -5
45877,6a,-10 to -5,6a: -10 to -5
45879,6a,-10 to -5,6a: -10 to -5
45880,6a,-10 to -5,6a: -10 to -5
45881,6a,-10 to -5,6a: -10 to -5
45882,6a,-10 to -5,6a: -10 to -5
45883,6a,-10 to -5,6a: -10 to -5
45884,6a,-10 to -5,6a: -10 to -5
45885,6a,-10 to -5,6a: -10 to -5
45886,6a,-10 to -5,6a: -10 to -5
45887,6a,-10 to -5,6a: -10 to -5
45888,6a,-10 to -5,6a: -10 to -5
45889,6a,-10 to -5,6a: -10 to -5
45890,6b,-5 to 0,6b: -5 to 0
45891,6a,-10 to -5,6a: -10 to -5
45893,6a,-10 to -5,6a: -10 to -5
45894,6a,-10 to -5,6a: -10 to -5
45895,6a,-10 to -5,6a: -10 to -5
45896,6a,-10 to -5,6a: -10 to -5
45897,6a,-10 to -5,6a: -10 to -5
45898,6a,-10 to -5,6a: -10 to -5
45899,6a,-10 to -5,6a: -10 to -5
45999,6b,-5 to 0,6b: -5 to 0
46001,6a,-10 to -5,6a: -10 to -5
46011,6a,-10 to -5,6a: -10 to -5
46012,6a,-10 to -5,6a: -10 to -5
46013,6a,-10 to -5,6a: -10 to -5
46014,6a,-10 to -5,6a: -10 to -5
46015,6a,-10 to -5,6a: -10 to -5
46016,6a,-10 to -5,6a: -10 to -5
46017,6a,-10 to -5,6a: -10 to -5
46018,6a,-10 to -5,6a: -10 to -5
46030,6a,-10 to -5,6a: -10 to -5
46031,6a,-10 to -5,6a: -10 to -5
46032,6a,-10 to -5,6a: -10 to -5
46033,6a,-10 to -5,6a: -10 to -5
46034,6a,-10 to -5,6a: -10 to -5
46035,6a,-10 to -5,6a: -10 to -5
46036,6a,-10 to -5,6a: -10 to -5
46037,6a,-10 to -5,6a: -10 to -5
46038,6a,-10 to -5,6a: -10 to -5
46039,6a,-10 to -5,6a: -10 to -5
46040,6a,-10 to -5,6a: -10 to -5
46041,6a,-10 to -5,6a: -10 to -5
46044,6a,-10 to -5,6a: -10 to -5
46045,6a,-10 to -5,6a: -10 to -5
46047,6a,-10 to -5,6a: -10 to -5
46048,6a,-10 to -5,6a: -10 to -5
46049,6a,-10 to -5,6a: -10 to -5
46050,6a,-10 to -5,6a: -10 to -5
46051,6a,-10 to -5,6a: -10 to -5
46052,6a,-10 to -5,6a: -10 to -5
46055,6a,-10 to -5,6a: -10 to -5
46056,6a,-10 to -5,6a: -10 to -5
46057,6a,-10 to -5,6a: -10 to -5
46058,6a,-10 to -5,6a: -10 to -5
46060,6a,-10 to -5,6a: -10 to -5
46061,6a,-10 to -5,6a: -10 to -5
46062,6a,-10 to -5,6a: -10 to -5
46063,6a,-10 to -5,6a: -10 to -5
46064,6a,-10 to -5,6a: -10 to -5
46065,6a,-10 to -5,6a: -10 to -5
46067,6a,-10 to -5,6a: -10 to -5
46068,6a,-10 to -5,6a: -10 to -5
46069,6a,-10 to -5,6a: -10 to -5
46070,6a,-10 to -5,6a: -10 to -5
46071,6a,-10 to -5,6a: -10 to -5
46072,6a,-10 to -5,6a: -10 to -5
46074,6a,-10 to -5,6a: -10 to -5
46075,6a,-10 to -5,6a: -10 to -5
46076,6a,-10 to -5,6a: -10 to -5
46077,6a,-10 to -5,6a: -10 to -5
46082,6a,-10 to -5,6a: -10 to -5
46085,6a,-10 to -5,6a: -10 to -5
46102,6a,-10 to -5,6a: -10 to -5
46103,6a,-10 to -5,6a: -10 to -5
46104,6a,-10 to -5,6a: -10 to -5
46105,6a,-10 to -5,6a: -10 to -5
46106,6a,-10 to -5,6a: -10 to -5
46107,6b,-5 to 0,6b: -5 to 0
46110,6a,-10 to -5,6a: -10 to -5
46111,6a,-10 to -5,6a: -10 to -5
46112,6a,-10 to -5,6a: -10 to -5
46113,6a,-10 to -5,6a: -10 to -5
46115,6a,-10 to -5,6a: -10 to -5
46117,6a,-10 to -5,6a: -10 to -5
46118,6a,-10 to -5,6a: -10 to -5
46120,6a,-10 to -5,6a: -10 to -5
46121,6a,-10 to -5,6a: -10 to -5
46122,6a,-10 to -5,6a: -10 to -5
46123,6a,-10 to -5,6a: -10 to -5
46124,6b,-5 to 0,6b: -5 to 0
46125,6a,-10 to -5,6a: -10 to -5
46126,6a,-10 to -5,6a: -10 to -5
46127,6a,-10 to -5,6a: -10 to -5
46128,6a,-10 to -5,6a: -10 to -5
46129,6a,-10 to -5,6a: -10 to -5
46130,6a,-10 to -5,6a: -10 to -5
46131,6b,-5 to 0,6b: -5 to 0
46133,6a,-10 to -5,6a: -10 to -5
46135,6a,-10 to -5,6a: -10 to -5
46140,6a,-10 to -5,6a: -10 to -5
46142,6b,-5 to 0,6b: -5 to 0
46143,6a,-10 to -5,6a: -10 to -5
46144,6a,-10 to -5,6a: -10 to -5
46146,6a,-10 to -5,6a: -10 to -5
46147,6a,-10 to -5,6a: -10 to -5
46148,6a,-10 to -5,6a: -10 to -5
46149,6a,-10 to -5,6a: -10 to -5
46150,6a,-10 to -5,6a: -10 to -5
46151,6a,-10 to -5,6a: -10 to -5
46156,6a,-10 to -5,6a: -10 to -5
46157,6a,-10 to -5,6a: -10 to -5
46158,6a,-10 to -5,6a: -10 to -5
46160,6b,-5 to 0,6b: -5 to 0
46161,6a,-10 to -5,6a: -10 to -5
46162,6b,-5 to 0,6b: -5 to 0
46163,6a,-10 to -5,6a: -10 to -5
46164,6a,-10 to -5,6a: -10 to -5
46165,6a,-10 to -5,6a: -10 to -5
46166,6a,-10 to -5,6a: -10 to -5
46167,6a,-10 to -5,6a: -10 to -5
46168,6a,-10 to -5,6a: -10 to -5
46171,6a,-10 to -5,6a: -10 to -5
46172,6a,-10 to -5,6a: -10 to -5
46173,6a,-10 to -5,6a: -10 to -5
46175,6a,-10 to -5,6a: -10 to -5
46176,6a,-10 to -5,6a: -10 to -5
46180,6a,-10 to -5,6a: -10 to -5
46181,6a,-10 to -5,6a: -10 to -5
46182,6a,-10 to -5,6a: -10 to -5
46184,6a,-10 to -5,6a: -10 to -5
46186,6a,-10 to -5,6a: -10 to -5
46201,6b,-5 to 0,6b: -5 to 0
46202,6b,-5 to 0,6b: -5 to 0
46203,6b,-5 to 0,6b: -5 to 0
46204,6b,-5 to 0,6b: -5 to 0
46205,6b,-5 to 0,6b: -5 to 0
46206,6b,-5 to 0,6b: -5 to 0
46207,6b,-5 to 0,6b: -5 to 0
46208,6b,-5 to 0,6b: -5 to 0
46209,6b,-5 to 0,6b: -5 to 0
46213,6b,-5 to 0,6b: -5 to 0
46214,6b,-5 to 0,6b: -5 to 0
46216,6a,-10 to -5,6a: -10 to -5
46217,6b,-5 to 0,6b: -5 to 0
46218,6a,-10 to -5,6a: -10 to -5
46219,6a,-10 to -5,6a: -10 to -5
46220,6b,-5 to 0,6b: -5 to 0
46221,6b,-5 to 0,6b: -5 to 0
46222,6b,-5 to 0,6b: -5 to 0
46224,6b,-5 to 0,6b: -5 to 0
46225,6b,-5 to 0,6b: -5 to 0
46226,6a,-10 to -5,6a: -10 to -5
46227,6b,-5 to 0,6b: -5 to 0
46228,6b,-5 to 0,6b: -5 to 0
46229,6a,-10 to -5,6a: -10 to -5
46230,6b,-5 to 0,6b: -5 to 0
46231,6b,-5 to 0,6b: -5 to 0
46234,6a,-10 to -5,6a: -10 to -5
46235,6a,-10 to -5,6a: -10 to -5
46236,6a,-10 to -5,6a: -10 to -5
46237,6a,-10 to -5,6a: -10 to -5
46239,6a,-10 to -5,6a: -10 to -5
46240,6b,-5 to 0,6b: -5 to 0
46241,6b,-5 to 0,6b: -5 to 0
46242,6b,-5 to 0,6b: -5 to 0
46244,6b,-5 to 0,6b: -5 to 0
46247,6b,-5 to 0,6b: -5 to 0
46249,6a,-10 to -5,6a: -10 to -5
46250,6a,-10 to -5,6a: -10 to -5
46251,6b,-5 to 0,6b: -5 to 0
46253,6b,-5 to 0,6b: -5 to 0
46254,6b,-5 to 0,6b: -5 to 0
46255,6b,-5 to 0,6b: -5 to 0
46256,6a,-10 to -5,6a: -10 to -5
46259,6a,-10 to -5,6a: -10 to -5
46260,6a,-10 to -5,6a: -10 to -5
46262,6b,-5 to 0,6b: -5 to 0
46268,6a,-10 to -5,6a: -10 to -5
46277,6b,-5 to 0,6b: -5 to 0
46278,6a,-10 to -5,6a: -10 to -5
46280,6a,-10 to -5,6a: -10 to -5
46282,6b,-5 to 0,6b: -5 to 0
46283,6b,-5 to 0,6b: -5 to 0
46285,6b,-5 to 0,6b: -5 to 0
46288,6b,-5 to 0,6b: -5 to 0
46290,6a,-10 to -5,6a: -10 to -5
46298,6a,-10 to -5,6a: -10 to -5
46301,6a,-10 to -5,6a: -10 to -5
46302,5b,-15 to -10,5b: -15 to -10
46303,5b,-15 to -10,5b: -15 to -10
46304,6a,-10 to -5,6a: -10 to -5
46307,5b,-15 to -10,5b: -15 to -10
46308,5b,-15 to -10,5b: -15 to -10
46310,5b,-15 to -10,5b: -15 to -10
46311,6a,-10 to -5,6a: -10 to -5
46312,6a,-10 to -5,6a: -10 to -5
46319,6a,-10 to -5,6a: -10 to -5
46320,6a,-10 to -5,6a: -10 to -5
46321,6a,-10 to -5,6a: -10 to -5
46322,6a,-10 to -5,6a: -10 to -5
46323,6a,-10 to -5,6a: -10 to -5
46324,6a,-10 to -5,6a: -10 to -5
46325,6a,-10 to -5,6a: -10 to -5
46327,6a,-10 to -5,6a: -10 to -5
46340,5b,-15 to -10,5b: -15 to -10
46341,5b,-15 to -10,5b: -15 to -10
46342,6a,-10 to -5,6a: -10 to -5
46345,6a,-10 to -5,6a: -10 to -5
46346,5b,-15 to -10,5b: -15 to -10
46347,5b,-15 to -10,5b: -15 to -10
46348,5b,-15 to -10,5b: -15 to -10
46349,5b,-15 to -10,5b: -15 to -10
46350,6a,-10 to -5,6a: -10 to -5
46352,6a,-10 to -5,6a: -10 to -5
46355,5b,-15 to -10,5b: -15 to -10
46356,5b,-15 to -10,5b: -15 to -10
46360,6a,-10 to -5,6a: -10 to -5
46361,6a,-10 to -5,6a: -10 to -5
46365,6a,-10 to -5,6a: -10 to -5
46366,5b,-15 to -10,5b: -15 to -10
46368,6a,-10 to -5,6a: -10 to -5
46371,6a,-10 to -5,6a: -10 to -5
46372,5b,-15 to -10,5b: -15 to -10
46373,6a,-10 to -5,6a: -10 to -5
46374,5b,-15 to -10,5b: -15 to -10
46375,6a,-10 to -5,6a: -10 to -5
46376,5b,-15 to -10,5b: -15 to -10
46379,5b,-15 to -10,5b: -15 to -10
46380,5b,-15 to -10,5b: -15 to -10
46381,5b,-15 to -10,5b: -15 to -10
46382,5b,-15 to -10,5b: -15 to -10
46383,6a,-10 to -5,6a: -10 to -5
46384,6a,-10 to -5,6a: -10 to -5
46385,6a,-10 to -5,6a: -10 to -5
46390,5b,-15 to -10,5b: -15 to -10
46391,6a,-10 to -5,6a: -10 to -5
46392,5b,-15 to -10,5b: -15 to -10
46393,6a,-10 to -5,6a: -10 to -5
46394,6a,-10 to -5,6a: -10 to -5
46401,6a,-10 to -5,6a: -10 to -5
46402,6a,-10 to -5,6a: -10 to -5
46403,6a,-10 to -5,6a: -10 to -5
46404,6a,-10 to -5,6a: -10 to -5
46405,6a,-10 to -5,6a: -10 to -5
46406,6a,-10 to -5,6a: -10 to -5
46407,6a,-10 to -5,6a: -10 to -5
46408,6a,-10 to -5,6a: -10 to -5
46409,6a,-10 to -5,6a: -10 to -5
46410,6a,-10 to -5,6a: -10 to -5
46411,6a,-10 to -5,6a: -10 to -5
46501,6a,-10 to -5,6a: -10 to -5
46502,6a,-10 to -5,6a: -10 to -5
46504,6a,-10 to -5,6a: -10 to -5
46506,6a,-10 to -5,6a: -10 to -5
46507,6a,-10 to -5,6a: -10 to -5
46510,6a,-10 to -5,6a: -10 to -5
46511,6a,-10 to -5,6a: -10 to -5
46513,6a,-10 to -5,6a: -10 to -5
46514,6a,-10 to -5,6a: -10 to -5
46515,6a,-10 to -5,6a: -10 to -5
46516,6a,-10 to -5,6a: -10 to -5
46517,6a,-10 to -5,6a: -10 to -5
46524,6a,-10 to -5,6a: -10 to -5
46526,6a,-10 to -5,6a: -10 to -5
46527,6a,-10 to -5,6a: -10 to -5
46528,6a,-10 to -5,6a: -10 to -5
46530,6a,-10 to -5,6a: -10 to -5
46531,5b,-15 to -10,5b: -15 to -10
46532,5b,-15 to -10,5b: -15 to -10
46534,5b,-15 to -10,5b: -15 to -10
46536,6a,-10 to -5,6a: -10 to -5
46537,6a,-10 to -5,6a: -10 to -5
46538,6a,-10 to -5,6a: -10 to -5
46539,6a,-10 to -5,6a: -10 to -5
46540,6a,-10 to -5,6a: -10 to -5
46542,6a,-10 to -5,6a: -10 to -5
46543,6a,-10 to -5,6a: -10 to -5
46544,6a,-10 to -5,6a: -10 to -5
46545,6a,-10 to -5,6a: -10 to -5
46546,6a,-10 to -5,6a: -10 to -5
46550,6a,-10 to -5,6a: -10 to -5
46552,6a,-10 to -5,6a: -10 to -5
46553,6a,-10 to -5,6a: -10 to -5
46554,6a,-10 to -5,6a: -10 to -5
46555,6a,-10 to -5,6a: -10 to -5
46556,6a,-10 to -5,6a: -10 to -5
46561,6a,-10 to -5,6a: -10 to -5
46562,6a,-10 to -5,6a: -10 to -5
46563,6a,-10 to -5,6a: -10 to -5
46565,6a,-10 to -5,6a: -10 to -5
46567,6a,-10 to -5,6a: -10 to -5
46570,6a,-10 to -5,6a: -10 to -5
46571,6a,-10 to -5,6a: -10 to -5
46572,6a,-10 to -5,6a: -10 to -5
46573,6a,-10 to -5,6a: -10 to -5
46574,6a,-10 to -5,6a: -10 to -5
46580,6a,-10 to -5,6a: -10 to -5
46581,6a,-10 to -5,6a: -10 to -5
46582,6a,-10 to -5,6a: -10 to -5
46590,6a,-10 to -5,6a: -10 to -5
46595,6a,-10 to -5,6a: -10 to -5
46601,6a,-10 to -5,6a: -10 to -5
46613,6a,-10 to -5,6a: -10 to -5
46614,6a,-10 to -5,6a: -10 to -5
46615,6a,-10 to -5,6a: -10 to -5
46616,6a,-10 to -5,6a: -10 to -5
46617,6a,-10 to -5,6a: -10 to -5
46619,6a,-10 to -5,6a: -10 to -5
46624,6a,-10 to -5,6a: -10 to -5
46626,6a,-10 to -5,6a: -10 to -5
46628,6a,-10 to -5,6a: -10 to -5
46634,6a,-10 to -5,6a: -10 to -5
46635,6a,-10 to -5,6a: -10 to -5
46637,6a,-10 to -5,6a: -10 to -5
46660,6a,-10 to -5,6a: -10 to -5
46680,6a,-10 to -5,6a: -10 to -5
46699,6a,-10 to -5,6a: -10 to -5
46701,6a,-10 to -5,6a: -10 to -5
46702,6a,-10 to -5,6a: -10 to -5
46703,6a,-10 to -5,6a: -10 to -5
46705,6a,-10 to -5,6a: -10 to -5
46706,6a,-10 to -5,6a: -10 to -5
46710,6a,-10 to -5,6a: -10 to -5
46711,6a,-10 to -5,6a: -10 to -5
46713,6a,-10 to -5,6a: -10 to -5
46714,6a,-10 to -5,6a: -10 to -5
46721,6a,-10 to -5,6a: -10 to -5
46723,6a,-10 to -5,6a: -10 to -5
46725,6a,-10 to -5,6a: -10 to -5
46730,6a,-10 to -5,6a: -10 to -5
46731,6a,-10 to -5,6a: -10 to -5
46732,6a,-10 to -5,6a: -10 to -5
46733,6a,-10 to -5,6a: -10 to -5
46737,6a,-10 to -5,6a: -10 to -5
46738,6a,-10 to -5,6a: -10 to -5
46740,6a,-10 to -5,6a: -10 to -5
46741,6a,-10 to -5,6a: -10 to -5
46742,6a,-10 to -5,6a: -10 to -5
46743,6a,-10 to -5,6a: -10 to -5
46745,6a,-10 to -5,6a: -10 to -5
46746,6a,-10 to -5,6a: -10 to -5
46747,6a,-10 to -5,6a: -10 to -5
46748,6a,-10 to -5,6a: -10 to -5
46750,6a,-10 to -5,6a: -10 to -5
46755,6a,-10 to -5,6a: -10 to -5
46759,6a,-10 to -5,6a: -10 to -5
46760,6a,-10 to -5,6a: -10 to -5
46761,6a,-10 to -5,6a: -10 to -5
46763,6a,-10 to -5,6a: -10 to -5
46764,6a,-10 to -5,6a: -10 to -5
46765,6a,-10 to -5,6a: -10 to -5
46766,6a,-10 to -5,6a: -10 to -5
46767,6a,-10 to -5,6a: -10 to -5
46769,6a,-10 to -5,6a: -10 to -5
46770,6a,-10 to -5,6a: -10 to -5
46771,6a,-10 to -5,6a: -10 to -5
46772,6a,-10 to -5,6a: -10 to -5
46773,6a,-10 to -5,6a: -10 to -5
46774,6a,-10 to -5,6a: -10 to -5
46776,6a,-10 to -5,6a: -10 to -5
46777,6a,-10 to -5,6a: -10 to -5
46778,6a,-10 to -5,6a: -10 to -5
46779,6a,-10 to -5,6a: -10 to -5
46780,6a,-10 to -5,6a: -10 to -5
46781,6a,-10 to -5,6a: -10 to -5
46782,6a,-10 to -5,6a: -10 to -5
46783,6a,-10 to -5,6a: -10 to -5
46784,6a,-10 to -5,6a: -10 to -5
46785,6a,-10 to -5,6a: -10 to -5
46787,6a,-10 to -5,6a: -10 to -5
46788,6a,-10 to -5,6a: -10 to -5
46789,6a,-10 to -5,6a: -10 to -5
46791,6a,-10 to -5,6a: -10 to -5
46792,6a,-10 to -5,6a: -10 to -5
46793,6a,-10 to -5,6a: -10 to -5
46794,6a,-10 to -5,6a: -10 to -5
46795,6a,-10 to -5,6a: -10 to -5
46796,6a,-10 to -5,6a: -10 to -5
46797,6a,-10 to -5,6a: -10 to -5
46798,6a,-10 to -5,6a: -10 to -5
46799,6a,-10 to -5,6a: -10 to -5
46801,6a,-10 to -5,6a: -10 to -5
46802,6a,-10 to -5,6a: -10 to -5
46803,6a,-10 to -5,6a: -10 to -5
46804,6a,-10 to -5,6a: -10 to -5
46805,6a,-10 to -5,6a: -10 to -5
46806,6a,-10 to -5,6a: -10 to -5
46807,6a,-10 to -5,6a: -10 to -5
46808,6a,-10 to -5,6a: -10 to -5
46809,6a,-10 to -5,6a: -10 to -5
46814,6a,-10 to -5,6a: -10 to -5
46815,6a,-10 to -5,6a: -10 to -5
46816,6a,-10 to -5,6a: -10 to -5
46818,6a,-10 to -5,6a: -10 to -5
46819,6a,-10 to -5,6a: -10 to -5
46825,6a,-10 to -5,6a: -10 to -5
46835,6a,-10 to -5,6a: -10 to -5
46845,6a,-10 to -5,6a: -10 to -5
46850,6a,-10 to -5,6a: -10 to -5
46851,6a,-10 to -5,6a: -10 to -5
46852,6a,-10 to -5,6a: -10 to -5
46853,6a,-10 to -5,6a: -10 to -5
46854,6a,-10 to -5,6a: -10 to -5
46855,6a,-10 to -5,6a: -10 to -5
46856,6a,-10 to -5,6a: -10 to -5
46857,6a,-10 to -5,6a: -10 to -5
46858,6a,-10 to -5,6a: -10 to -5
46859,6a,-10 to -5,6a: -10 to -5
46860,6a,-10 to -5,6a: -10 to -5
46861,6a,-10 to -5,6a: -10 to -5
46862,6a,-10 to -5,6a: -10 to -5
46863,6a,-10 to -5,6a: -10 to -5
46864,6a,-10 to -5,6a: -10 to -5
46865,6a,-10 to -5,6a: -10 to -5
46866,6a,-10 to -5,6a: -10 to -5
46867,6a,-10 to -5,6a: -10 to -5
46868,6a,-10 to -5,6a: -10 to -5
46869,6a,-10 to -5,6a: -10 to -5
46885,6a,-10 to -5,6a: -10 to -5
46895,6a,-10 to -5,6a: -10 to -5
46896,6a,-10 to -5,6a: -10 to -5
46897,6a,-10 to -5,6a: -10 to -5
46898,6a,-10 to -5,6a: -10 to -5
46899,6a,-10 to -5,6a: -10 to -5
46901,6a,-10 to -5,6a: -10 to -5
46902,6a,-10 to -5,6a: -10 to -5
46903,6a,-10 to -5,6a: -10 to -5
46904,6a,-10 to -5,6a: -10 to -5
46910,6a,-10 to -5,6a: -10 to -5
46911,6a,-10 to -5,6a: -10 to -5
46912,6a,-10 to -5,6a: -10 to -5
46913,6a,-10 to -5,6a: -10 to -5
46914,6a,-10 to -5,6a: -10 to -5
46915,6a,-10 to -5,6a: -10 to -5
46916,6a,-10 to -5,6a: -10 to -5
46917,6a,-10 to -5,6a: -10 to -5
46919,6a,-10 to -5,6a: -10 to -5
46920,6a,-10 to -5,6a: -10 to -5
46921,6a,-10 to -5,6a: -10 to -5
46922,6a,-10 to -5,6a: -10 to -5
46923,6a,-10 to -5,6a: -10 to -5
46926,6a,-10 to -5,6a: -10 to -5
46928,6a,-10 to -5,6a: -10 to -5
46929,6a,-10 to -5,6a: -10 to -5
46930,6a,-10 to -5,6a: -10 to -5
46931,6a,-10 to -5,6a: -10 to -5
46932,6a,-10 to -5,6a: -10 to -5
46933,6a,-10 to -5,6a: -10 to -5
46935,6a,-10 to -5,6a: -10 to -5
46936,6a,-10 to -5,6a: -10 to -5
46937,6a,-10 to -5,6a: -10 to -5
46938,6a,-10 to -5,6a: -10 to -5
46939,6a,-10 to -5,6a: -10 to -5
46940,6a,-10 to -5,6a: -10 to -5
46941,6a,-10 to -5,6a: -10 to -5
46942,6a,-10 to -5,6a: -10 to -5
46943,6a,-10 to -5,6a: -10 to -5
46945,6a,-10 to -5,6a: -10 to -5
46946,6a,-10 to -5,6a: -10 to -5
46947,6a,-10 to -5,6a: -10 to -5
46950,6a,-10 to -5,6a: -10 to -5
46951,6a,-10 to -5,6a: -10 to -5
46952,6a,-10 to -5,6a: -10 to -5
46953,6a,-10 to -5,6a: -10 to -5
46957,6a,-10 to -5,6a: -10 to -5
46958,6a,-10 to -5,6a: -10 to -5
46959,6a,-10 to -5,6a: -10 to -5
46960,6a,-10 to -5,6a: -10 to -5
46961,6a,-10 to -5,6a: -10 to -5
46962,6a,-10 to -5,6a: -10 to -5
46965,6a,-10 to -5,6a: -10 to -5
46968,5b,-15 to -10,5b: -15 to -10
46970,6a,-10 to -5,6a: -10 to -5
46971,6a,-10 to -5,6a: -10 to -5
46974,6a,-10 to -5,6a: -10 to -5
46975,6a,-10 to -5,6a: -10 to -5
46978,6a,-10 to -5,6a: -10 to -5
46979,6a,-10 to -5,6a: -10 to -5
46982,6a,-10 to -5,6a: -10 to -5
46984,6a,-10 to -5,6a: -10 to -5
46985,6a,-10 to -5,6a: -10 to -5
46986,6a,-10 to -5,6a: -10 to -5
46987,6a,-10 to -5,6a: -10 to -5
46988,6a,-10 to -5,6a: -10 to -5
46989,6a,-10 to -5,6a: -10 to -5
46990,6a,-10 to -5,6a: -10 to -5
46991,6a,-10 to -5,6a: -10 to -5
46992,6a,-10 to -5,6a: -10 to -5
46994,6a,-10 to -5,6a: -10 to -5
46995,6a,-10 to -5,6a: -10 to -5
46996,5b,-15 to -10,5b: -15 to -10
46998,6a,-10 to -5,6a: -10 to -5
47001,6b,-5 to 0,6b: -5 to 0
47003,6a,-10 to -5,6a: -10 to -5
47006,6b,-5 to 0,6b: -5 to 0
47010,6a,-10 to -5,6a: -10 to -5
47011,6b,-5 to 0,6b: -5 to 0
47012,6a,-10 to -5,6a: -10 to -5
47016,6b,-5 to 0,6b: -5 to 0
47017,6b,-5 to 0,6b: -5 to 0
47018,6b,-5 to 0,6b: -5 to 0
47019,6b,-5 to 0,6b: -5 to 0
47020,6b,-5 to 0,6b: -5 to 0
47021,6b,-5 to 0,6b: -5 to 0
47022,6b,-5 to 0,6b: -5 to 0
47023,6b,-5 to 0,6b: -5 to 0
47024,6a,-10 to -5,6a: -10 to -5
47025,6b,-5 to 0,6b: -5 to 0
47030,6a,-10 to -5,6a: -10 to -5
47031,6b,-5 to 0,6b: -5 to 0
47032,6b,-5 to 0,6b: -5 to 0
47033,6b,-5 to 0,6b: -5 to 0
47034,6b,-5 to 0,6b: -5 to 0
47035,6b,-5 to 0,6b: -5 to 0
47036,6b,-5 to 0,6b: -5 to 0
47037,6b,-5 to 0,6b: -5 to 0
47038,6b,-5 to 0,6b: -5 to 0
47039,6b,-5 to 0,6b: -5 to 0
47040,6b,-5 to 0,6b: -5 to 0
47041,6b,-5 to 0,6b: -5 to 0
47042,6a,-10 to -5,6a: -10 to -5
47043,6b,-5 to 0,6b: -5 to 0
47060,6b,-5 to 0,6b: -5 to 0
47102,6b,-5 to 0,6b: -5 to 0
47104,7a,0 to 5,7a: 0 to 5
47106,6b,-5 to 0,6b: -5 to 0
47107,6b,-5 to 0,6b: -5 to 0
47108,6b,-5 to 0,6b: -5 to 0
47110,7a,0 to 5,7a: 0 to 5
47111,7a,0 to 5,7a: 0 to 5
47112,7a,0 to 5,7a: 0 to 5
47114,6b,-5 to 0,6b: -5 to 0
47115,6b,-5 to 0,6b: -5 to 0
47116,6b,-5 to 0,6b: -5 to 0
47117,7a,0 to 5,7a: 0 to 5
47118,6b,-5 to 0,6b: -5 to 0
47119,6b,-5 to 0,6b: -5 to 0
47120,6b,-5 to 0,6b: -5 to 0
47122,6b,-5 to 0,6b: -5 to 0
