Latin Name,Common Name,Habit,Height,Hardiness,Growth,Soil,Shade,Moisture,Edible,Medicinal,Other Uses,Link
Gustavia superba,Membrillo,Tree,15.0,10-12,M,LMH,SN,M,3,0,2,https://pfaf.org/user/Plant.aspx?LatinName=Gustavia superba
Gutierrezia sarothrae,"Broomweed, Broom snakeweed",Shrub,1.0,7-10,,LMH,N,DM,0,2,1,https://pfaf.org/user/Plant.aspx?LatinName=Gutierrezia sarothrae
Gymnadenia conopsea,Fragrant Orchid,Bulb,0.3,6-9,,LMH,SN,M,2,2,,https://pfaf.org/user/Plant.aspx?LatinName=Gymnadenia conopsea
Gymnanthemum amygdalinum,Bitterleaf,Shrub,8.0,10-12,M,LMH,N,DM,4,3,2,https://pfaf.org/user/Plant.aspx?LatinName=Gymnanthemum amygdalinum
Gymnema sylvestre,"Gurmar, Gymnema",Climber,3.0,10-12,M,LMH,N,M,3,4,0,https://pfaf.org/user/Plant.aspx?LatinName=Gymnema sylvestre
Gymnocarpium dryopteris,Northern oak fern,Fern,0.3,2-7,S,LM,FS,MWe,0,0,3,https://pfaf.org/user/Plant.aspx?LatinName=Gymnocarpium dryopteris
Gymnocladus chinensis,Soap Tree,Tree,12.0,8-11,S,LMH,N,M,2,0,2,https://pfaf.org/user/Plant.aspx?LatinName=Gymnocladus chinensis
Gymnocladus dioica,Kentucky Coffee Tree,Tree,20.0,3-8,S,LMH,N,DM,3,2,3,https://pfaf.org/user/Plant.aspx?LatinName=Gymnocladus dioica
Gynandriris sisyrinchium,Spanish Nut,Perennial,0.2,7-10,,MH,SN,DM,1,0,,https://pfaf.org/user/Plant.aspx?LatinName=Gynandriris sisyrinchium
Gynatrix pulchella,Hemp Bush,Shrub,2.5,7-10,F,LMH,N,M,0,0,1,https://pfaf.org/user/Plant.aspx?LatinName=Gynatrix pulchella
Gynerium sagittatum,Uva Grass,Perennial,4.0,10-12,F,LMH,N,MWeWa,0,2,3,https://pfaf.org/user/Plant.aspx?LatinName=Gynerium sagittatum
Gynostemma pentaphyllum,Sweet Tea Vine,Annual/Perennial,8.0,7-10,,LMH,N,M,2,5,2,https://pfaf.org/user/Plant.aspx?LatinName=Gynostemma pentaphyllum
Gynura procumbens,"Longevity Spinach, Sambung Nyawa",Perennial Climber,2.0,9-11,F,LMH,SN,M,4,3,2,https://pfaf.org/user/Plant.aspx?LatinName=Gynura procumbens
Gynura segetum,,Perennial,0.0,-,,LMH,SN,M,0,2,,https://pfaf.org/user/Plant.aspx?LatinName=Gynura segetum
Gypsophila arrostii,Arrost's baby's-breath,Perennial,1.0,0-0,,LMH,N,DM,0,1,,https://pfaf.org/user/Plant.aspx?LatinName=Gypsophila arrostii
Gypsophila davurica,,Perennial,0.6,-,,LMH,N,DM,1,0,,https://pfaf.org/user/Plant.aspx?LatinName=Gypsophila davurica
Gypsophila licentiana,,Perennial,0.4,5-9,,LMH,N,DM,1,0,2,https://pfaf.org/user/Plant.aspx?LatinName=Gypsophila licentiana
Gypsophila oldhamiana,"Manchurian Baby's Breath, Oldham's baby's-breath",Perennial,1.0,0-0,,LMH,N,DM,1,1,,https://pfaf.org/user/Plant.aspx?LatinName=Gypsophila oldhamiana
Gypsophila paniculata,Baby's Breath,Perennial,1.2,4-10,M,LMH,N,DM,0,1,0,https://pfaf.org/user/Plant.aspx?LatinName=Gypsophila paniculata
Gypsophila struthium,,Perennial,0.2,-,,LMH,N,DM,0,2,1,https://pfaf.org/user/Plant.aspx?LatinName=Gypsophila struthium
Helicostylis tomentosa,"Letterhout, Letter Wood",Tree,20.0,10-12,M,LMH,N,M,4,2,3,https://pfaf.org/user/Plant.aspx?LatinName=Helicostylis tomentosa
Houttuynia cordata,"Tsi, Chameleon, Rainbow Plant, Chameleon Plant",Perennial,0.6,5-10,F,LMH,FS,MWeWa,4,4,2,https://pfaf.org/user/Plant.aspx?LatinName=Houttuynia cordata
Ipomopsis aggregata,"Skyrocket,  Scarlet gilia",Biennial/Perennial,1.0,6-9,S,LM,N,DM,1,2,1,https://pfaf.org/user/Plant.aspx?LatinName=Ipomopsis aggregata
Ipomopsis congesta,Ballhead ipomopsis,Perennial,0.3,0-0,,LMH,SN,M,0,1,,https://pfaf.org/user/Plant.aspx?LatinName=Ipomopsis congesta
Justicia gendarussa,,Shrub,1.0,-,,LMH,SN,M,0,2,1,https://pfaf.org/user/Plant.aspx?LatinName=Justicia gendarussa
Khaya anthotheca,"White Mahogany, East African Mahogany",Tree,50.0,9-12,F,MH,N,M,0,2,4,https://pfaf.org/user/Plant.aspx?LatinName=Khaya anthotheca
Lamium galeobdolon,Yellow Archangel,Perennial,0.3,3-9,F,LMH,FSN,M,2,1,3,https://pfaf.org/user/Plant.aspx?LatinName=Lamium galeobdolon
Leplaea cedrata,Scented Guarea,Tree,45.0,10-12,S,LMH,FSN,M,0,2,4,https://pfaf.org/user/Plant.aspx?LatinName=Leplaea cedrata
Leplaea thompsonii,Black Guarea,Tree,35.0,10-12,S,LMH,FSN,M,0,2,4,https://pfaf.org/user/Plant.aspx?LatinName=Leplaea thompsonii
Lippia graveolens,Mexican Oregano,Shrub,2.0,9-12,F,LMH,N,DM,4,0,1,https://pfaf.org/user/Plant.aspx?LatinName=Lippia graveolens
Moringa oleifera,"Horseradish Tree, Moringa,",Tree,8.0,10-12,F,LMH,N,,4,4,5,https://pfaf.org/user/Plant.aspx?LatinName=Moringa oleifera
Navarretia squarrosa,"Skunk Weed, Skunkbush",Annual,0.3,6-9,,LMH,SN,DM,1,0,2,https://pfaf.org/user/Plant.aspx?LatinName=Navarretia squarrosa
Ocimum tenuiflorum,Sacred Basil,Annual/Perennial,1.0,10-12,F,LMH,N,M,4,4,2,https://pfaf.org/user/Plant.aspx?LatinName=Ocimum tenuiflorum
Passiflora laurifolia,Yellow Granadilla,Climber,15.0,10-12,F,MH,SN,M,4,2,2,https://pfaf.org/user/Plant.aspx?LatinName=Passiflora laurifolia
Pfaffia paniculata,Pfaffia,Climber,1.0,10-12,F,LMH,N,DM,0,4,0,https://pfaf.org/user/Plant.aspx?LatinName=Pfaffia paniculata
Pseudognaphalium obtusifolium,"White Balsam, Rabbit-tobacco",Annual,0.5,0-0,,LM,N,DM,0,2,1,https://pfaf.org/user/Plant.aspx?LatinName=Pseudognaphalium obtusifolium
Psidium guajava,"Guava, Tropical Guava, Goiaba, Araçá-goiaba",Tree,10.0,9-12,M,LMH,N,M,5,2,5,https://pfaf.org/user/Plant.aspx?LatinName=Psidium guajava
Puccinellia distans,"Sweet Grass, Weeping alkaligrass, Hauptian alkaligrass",Perennial,0.6,0-0,,LM,SN,MWe,1,0,,https://pfaf.org/user/Plant.aspx?LatinName=Puccinellia distans
Ribes aciculare,,Shrub,1.0,3-7,,LMH,SN,M,3,0,,https://pfaf.org/user/Plant.aspx?LatinName=Ribes aciculare
Ribes burejense,"Bureja gooseberry,",Shrub,1.0,4-8,,LMH,SN,M,4,0,0,https://pfaf.org/user/Plant.aspx?LatinName=Ribes burejense
Ribes californicum,Hillside Gooseberry,Shrub,0.0,6-9,,LMH,N,M,2,0,,https://pfaf.org/user/Plant.aspx?LatinName=Ribes californicum
Ribes curvatum,Granite gooseberry,Shrub,1.0,6-9,,LMH,SN,M,3,0,,https://pfaf.org/user/Plant.aspx?LatinName=Ribes curvatum
Ribes cynosbati,"Dogberry, Eastern prickly gooseberry",Shrub,1.5,0-0,,LMH,SN,M,3,1,0,https://pfaf.org/user/Plant.aspx?LatinName=Ribes cynosbati
Ribes divaricatum,"Coastal Black Gooseberry, Spreading gooseberry, Parish's gooseberry, Straggly gooseberry",Shrub,2.7,4-8,,LMH,SN,M,4,1,2,https://pfaf.org/user/Plant.aspx?LatinName=Ribes divaricatum
Ribes hirtellum,"Currant-Gooseberry, Hairystem gooseberry",Shrub,1.0,4-8,,LMH,N,M,3,0,0,https://pfaf.org/user/Plant.aspx?LatinName=Ribes hirtellum
Ribes inerme,"Whitestem Gooseberry, Klamath gooseberry",Shrub,2.0,5-9,,LMH,SN,M,2,0,,https://pfaf.org/user/Plant.aspx?LatinName=Ribes inerme
Ribes leptanthum,Trumpet Gooseberry,Shrub,1.0,5-9,,LMH,SN,M,2,0,,https://pfaf.org/user/Plant.aspx?LatinName=Ribes leptanthum
Ribes oxyacanthoides,"American Mountain Gooseberry,  Canadian gooseberry,  	Stream currant, Henderson's currant,  Idaho go",Shrub,1.5,0-0,,LMH,SN,M,3,1,,https://pfaf.org/user/Plant.aspx?LatinName=Ribes oxyacanthoides
Ribes pinetorum,Orange Gooseberry,Shrub,0.0,5-9,,LMH,N,M,3,0,0,https://pfaf.org/user/Plant.aspx?LatinName=Ribes pinetorum
Ribes rotundifolium,Appalachian Gooseberry,Shrub,1.0,5-9,,LMH,SN,M,3,1,,https://pfaf.org/user/Plant.aspx?LatinName=Ribes rotundifolium
Rubia tinctorum,"Madder, Dyer's madder",Perennial,1.0,5-9,M,LM,SN,DM,0,2,3,https://pfaf.org/user/Plant.aspx?LatinName=Rubia tinctorum
Spartium junceum,"Spanish Broom, Weaver's Broom, Spanish Broom",Shrub,3.5,8-9,F,LMH,N,DM,0,2,4,https://pfaf.org/user/Plant.aspx?LatinName=Spartium junceum
Strophostyles umbellata,"Pink fuzzybean, Perennial wild bean",Perennial Climber,1.0,6-9,F,LM,SN,DM,0,0,2,https://pfaf.org/user/Plant.aspx?LatinName=Strophostyles umbellata
Swertia chirayita,Chiretta,Annual,1.0,6-9,,LMH,S,MWe,0,3,,https://pfaf.org/user/Plant.aspx?LatinName=Swertia chirayita
Viguiera multiflora,Goldeneye,Perennial,1.0,9-11,,LMH,N,M,1,0,,https://pfaf.org/user/Plant.aspx?LatinName=Viguiera multiflora
Wisteria sinensis,Chinese Wisteria,Climber,25.0,5-9,M,LMH,N,M,1,1,3,https://pfaf.org/user/Plant.aspx?LatinName=Wisteria sinensis
Woodfordia fruticosa,Fire-flame bush,Shrub,5.0,10-12,M,LMH,N,M,2,2,4,https://pfaf.org/user/Plant.aspx?LatinName=Woodfordia fruticosa
Abelmoschus esculentus,Okra,Annual,1.0,5-11,,LMH,N,M,4,3,2,https://pfaf.org/user/Plant.aspx?LatinName=Abelmoschus esculentus
Abelmoschus manihot,Aibika,Perennial,3.0,8-11,F,LMH,N,M,4,1,2,https://pfaf.org/user/Plant.aspx?LatinName=Abelmoschus manihot
Abelmoschus moschatus,"Musk Mallow,Musk Okra",Perennial,2.0,8-11,F,LMH,N,M,2,3,3,https://pfaf.org/user/Plant.aspx?LatinName=Abelmoschus moschatus
Agave utahensis,Century Plant,Perennial,2.0,6-10,M,LM,N,DM,2,2,2,https://pfaf.org/user/Plant.aspx?LatinName=Agave utahensis
Anemopsis californica,Yerba Mansa,Perennial,0.5,7-10,,LMH,SN,WeWa,2,2,1,https://pfaf.org/user/Plant.aspx?LatinName=Anemopsis californica
Calocedrus decurrens,"Incense Cedar, California Incense Cedar",Tree,15.0,5-8,S,LMH,SN,DM,1,1,2,https://pfaf.org/user/Plant.aspx?LatinName=Calocedrus decurrens
Centella asiatica,"Gotu Kola, Spadeleaf",Perennial,0.2,7-10,,LMH,SN,MWe,2,5,1,https://pfaf.org/user/Plant.aspx?LatinName=Centella asiatica
Clappertonia ficifolia,Bolo Bolo,Shrub,2.5,10-12,F,LM,N,MWe,0,1,4,https://pfaf.org/user/Plant.aspx?LatinName=Clappertonia ficifolia
Decemium appendiculatum,Waterleaf,Biennial/Perennial,0.4,-,,LMH,S,MWe,1,0,,https://pfaf.org/user/Plant.aspx?LatinName=Decemium appendiculatum
Desmodium canadense,Showy tick-trefoil,Perennial,0.9,3-6,F,LMH,SN,DM,0,0,3,https://pfaf.org/user/Plant.aspx?LatinName=Desmodium canadense
Equisetum scirpoides,Dwarf scouring rush,Perennial,0.2,1-9,S,LMH,FSN,MWe,2,2,3,https://pfaf.org/user/Plant.aspx?LatinName=Equisetum scirpoides
Habenaria intermedia,,Perennial,0.5,-,,LMH,SN,M,2,0,,https://pfaf.org/user/Plant.aspx?LatinName=Habenaria intermedia
Habenaria sparsiflora,Sparse-flowered bog orchid,Perennial,0.6,0-0,,LMH,SN,M,1,0,,https://pfaf.org/user/Plant.aspx?LatinName=Habenaria sparsiflora
Hablitzia tamnoides,Caucasian spinach,Perennial Climber,3.0,3-9,F,LMH,FSN,M,4,0,1,https://pfaf.org/user/Plant.aspx?LatinName=Hablitzia tamnoides
Hackelia uncinatum,,Perennial,0.7,-,,LMH,SN,M,0,2,,https://pfaf.org/user/Plant.aspx?LatinName=Hackelia uncinatum
Hakea drupacea,Sweet Hakea,Shrub,2.0,8-11,,LMH,SN,DM,0,0,3,https://pfaf.org/user/Plant.aspx?LatinName=Hakea drupacea
Hakea sericea,Silky Hakea,Shrub,3.0,8-11,,LMH,SN,DM,0,0,3,https://pfaf.org/user/Plant.aspx?LatinName=Hakea sericea
Hakea suberea,Cork Tree,Tree,5.0,-,,LMH,SN,M,1,0,,https://pfaf.org/user/Plant.aspx?LatinName=Hakea suberea
Halenia elliptica,Spurred Gentian,Perennial,0.6,6-9,,LMH,S,M,0,2,,https://pfaf.org/user/Plant.aspx?LatinName=Halenia elliptica
Halerpestes sarmentosa,,,0.0,-,,LMH,SN,M,0,2,,https://pfaf.org/user/Plant.aspx?LatinName=Halerpestes sarmentosa
Halesia carolina,"Silver-Bell Tree, Carolina silverbell, Mountain silverbell",Tree,8.0,4-8,M,LM,N,M,1,0,2,https://pfaf.org/user/Plant.aspx?LatinName=Halesia carolina
Halesia tetraptera,Silverbell or Mountain Silverbell,Tree,10.0,4-8,M,LMH,FSN,M,2,0,2,https://pfaf.org/user/Plant.aspx?LatinName=Halesia tetraptera
Halimione portulacoides,Sea Purslane,Shrub,0.8,-,,LMH,SN,MWe,3,0,,https://pfaf.org/user/Plant.aspx?LatinName=Halimione portulacoides
Halimodendron halodendron,"Salt Tree, Common salttree",Shrub,2.0,0-0,,LM,N,DM,0,0,2,https://pfaf.org/user/Plant.aspx?LatinName=Halimodendron halodendron
Halogeton arachnoideus,,Annual,0.3,-,,LMH,SN,M,1,0,,https://pfaf.org/user/Plant.aspx?LatinName=Halogeton arachnoideus
Haloxylon ammodendron,Saxaul,Shrub,2.0,0-0,,LM,N,DM,0,0,4,https://pfaf.org/user/Plant.aspx?LatinName=Haloxylon ammodendron
Haloxylon persicum,Salt Tree,Tree,4.5,-,,LM,N,DM,0,0,4,https://pfaf.org/user/Plant.aspx?LatinName=Haloxylon persicum
Haloxylon spp,Saxaul,Shrub,8.0,10-12,S,LM,N,DM,3,2,4,https://pfaf.org/user/Plant.aspx?LatinName=Haloxylon spp
Hamamelis virginiana,"Witch Hazel, American witchhazel, Common Witchhazel, Virginian Witchhazel, Witchhazel",Shrub,5.0,3-8,S,LM,SN,M,1,5,2,https://pfaf.org/user/Plant.aspx?LatinName=Hamamelis virginiana
Hancornia speciosa,"Mangaba Rubber Tree, Mangabiera",Tree,7.0,10-12,S,LM,N,M,3,2,3,https://pfaf.org/user/Plant.aspx?LatinName=Hancornia speciosa
Handroanthus guayacan,Guayacan,Tree,40.0,10-12,M,LMH,N,M,0,0,4,https://pfaf.org/user/Plant.aspx?LatinName=Handroanthus guayacan
Handroanthus impetiginosus,"Pau D'Arco, Pink Trumpet Tree",Tree,20.0,10-12,F,LMH,N,M,2,4,3,https://pfaf.org/user/Plant.aspx?LatinName=Handroanthus impetiginosus
Handroanthus serratifolius,Yellow Trumpet Tree,Tree,30.0,10-12,M,LMH,N,M,0,2,5,https://pfaf.org/user/Plant.aspx?LatinName=Handroanthus serratifolius
Haplopappus nuttallii,,Perennial,0.3,-,,LMH,SN,M,1,1,,https://pfaf.org/user/Plant.aspx?LatinName=Haplopappus nuttallii
Haplopappus spinulosus,Spiny Ironplant,Shrub,0.6,-,,LMH,SN,DM,0,1,,https://pfaf.org/user/Plant.aspx?LatinName=Haplopappus spinulosus
Hardenbergia violacea,"Coral Pea, Purple Coral Pea, False Sarsaparilla, Vine Lilac",Climber,2.0,9-11,F,LMH,SN,M,1,0,1,https://pfaf.org/user/Plant.aspx?LatinName=Hardenbergia violacea
Hebe brachysiphon,,Shrub,2.0,6-9,F,LMH,N,M,0,0,3,https://pfaf.org/user/Plant.aspx?LatinName=Hebe brachysiphon
Hebe dieffenbachii,,Shrub,1.2,8-11,,LMH,SN,M,0,0,2,https://pfaf.org/user/Plant.aspx?LatinName=Hebe dieffenbachii
Hebe 'Great Orme',Great Orme Hebe,Shrub,1.5,5-9,,LMH,N,M,0,0,3,https://pfaf.org/user/Plant.aspx?LatinName=Hebe 'Great Orme'
Hebe rakaiensis,,Shrub,1.0,5-9,,LMH,N,M,0,0,3,https://pfaf.org/user/Plant.aspx?LatinName=Hebe rakaiensis
Hebe salicifolia,,Shrub,4.5,6-9,,LM,N,M,0,1,3,https://pfaf.org/user/Plant.aspx?LatinName=Hebe salicifolia
Hebe speciosa,New Zealand hebe,Shrub,1.5,6-9,,LM,N,M,0,0,2,https://pfaf.org/user/Plant.aspx?LatinName=Hebe speciosa
Hebe x franciscana,Hebe,Shrub,2.5,9-11,S,LM,SN,M,0,0,3,https://pfaf.org/user/Plant.aspx?LatinName=Hebe x franciscana
Hedeoma pulegioides,"American Pennyroyal, American false pennyroyal",Annual,0.3,5-9,,LMH,SN,DM,3,3,3,https://pfaf.org/user/Plant.aspx?LatinName=Hedeoma pulegioides
Hedera helix,"Ivy, 	English ivy, Algerian ivy, Baltic Ivy, Common Ivy",Climber,15.0,5-11,M,LMH,FSN,MWe,0,3,4,https://pfaf.org/user/Plant.aspx?LatinName=Hedera helix
Hedera nepalensis,Nepal Ivy,Climber,15.0,7-10,M,LMH,FSN,MWe,0,2,,https://pfaf.org/user/Plant.aspx?LatinName=Hedera nepalensis
Hedychium coronarium,"Butterfly Ginger, White garland-lily, Garland Flower, Butterfly Lily",Perennial,1.5,8-11,F,LMH,N,MWe,2,2,2,https://pfaf.org/user/Plant.aspx?LatinName=Hedychium coronarium
Hedychium gracile,,Perennial,0.6,8-11,,LMH,N,M,1,0,,https://pfaf.org/user/Plant.aspx?LatinName=Hedychium gracile
Hedychium spicatum,,Perennial,1.5,7-10,,LMH,N,M,1,2,2,https://pfaf.org/user/Plant.aspx?LatinName=Hedychium spicatum
Hedysarum alpinum,Alpine Sweetvetch,Perennial,0.6,4-8,,LMH,N,M,3,0,,https://pfaf.org/user/Plant.aspx?LatinName=Hedysarum alpinum
Hedysarum arcticum,,Perennial,0.3,-,,LMH,N,M,2,0,,https://pfaf.org/user/Plant.aspx?LatinName=Hedysarum arcticum
Hedysarum boreale,"Sweet Vetch, Utah sweetvetch, Northern sweetvetch",Perennial,0.1,3-7,,LMH,N,M,4,0,3,https://pfaf.org/user/Plant.aspx?LatinName=Hedysarum boreale
Hedysarum boreale mackenzii,Liquorice Root,Perennial,0.1,3-7,,LMH,N,M,4,0,,https://pfaf.org/user/Plant.aspx?LatinName=Hedysarum boreale mackenzii
Hedysarum hedysaroides,Alpine French Honeysuckle,Perennial,0.4,4-8,,LMH,N,M,3,0,,https://pfaf.org/user/Plant.aspx?LatinName=Hedysarum hedysaroides
Hedysarum occidentale,"Liquorice Root, Western sweetvetch",Perennial,0.1,4-8,,LMH,N,M,4,0,,https://pfaf.org/user/Plant.aspx?LatinName=Hedysarum occidentale
Hedysarum sachalinense,,Perennial,0.5,-,,LMH,N,M,2,0,,https://pfaf.org/user/Plant.aspx?LatinName=Hedysarum sachalinense
Hedysarum vicioides,,Perennial,0.7,3-7,,LMH,N,M,2,0,,https://pfaf.org/user/Plant.aspx?LatinName=Hedysarum vicioides
Heimia myrtifolia,,Shrub,1.5,7-10,,LMH,N,M,1,1,,https://pfaf.org/user/Plant.aspx?LatinName=Heimia myrtifolia
Heimia salicifolia,"Erva De Vida, Shrubby yellowcrest",Shrub,3.0,7-10,,LMH,N,M,1,1,,https://pfaf.org/user/Plant.aspx?LatinName=Heimia salicifolia
Heldreichia rotundifolia,,Perennial,0.3,-,,LMH,SN,M,2,0,,https://pfaf.org/user/Plant.aspx?LatinName=Heldreichia rotundifolia
Helenium amarum,"Bitter Sneezeweed, Sneezeweed",Annual,0.6,0-0,,LMH,N,M,0,1,0,https://pfaf.org/user/Plant.aspx?LatinName=Helenium amarum
Helenium autumnale,"Sneezeweed, Common sneezeweed, Fall sneezeweed, Mountain sneezeweed, False Sunflower",Perennial,1.8,3-8,F,LMH,N,M,0,2,1,https://pfaf.org/user/Plant.aspx?LatinName=Helenium autumnale
Helenium hoopesii,"Owls Claws, Orange Sneezeweed",Perennial,0.9,4-8,M,LMH,SN,M,1,1,1,https://pfaf.org/user/Plant.aspx?LatinName=Helenium hoopesii
Helenium puberulum,Rosilla,Annual/Perennial,1.5,7-10,,LMH,N,M,1,1,,https://pfaf.org/user/Plant.aspx?LatinName=Helenium puberulum
Helianthemum canadense,"Frostweed, Longbranch frostweed",Perennial,0.4,6-9,,LM,N,DM,0,2,,https://pfaf.org/user/Plant.aspx?LatinName=Helianthemum canadense
Helianthemum nummularium,"Common Rockrose, Sun Rose, Rock  Rose",Shrub,0.5,5-8,F,LMH,SN,M,0,1,3,https://pfaf.org/user/Plant.aspx?LatinName=Helianthemum nummularium
Helianthus annuus,"Sunflower, Common sunflower",Annual,3.0,6-9,F,LMH,SN,DM,5,2,5,https://pfaf.org/user/Plant.aspx?LatinName=Helianthus annuus
Helianthus cusickii,Cusick's sunflower,Perennial,0.6,7-10,F,LMH,N,DM,3,1,0,https://pfaf.org/user/Plant.aspx?LatinName=Helianthus cusickii
Helianthus decapetalus,Thinleaf sunflower,Perennial,1.2,2-8,M,LMH,SN,M,0,0,2,https://pfaf.org/user/Plant.aspx?LatinName=Helianthus decapetalus
Helianthus doronicoides,,Perennial,1.8,4-8,,LMH,N,M,2,0,,https://pfaf.org/user/Plant.aspx?LatinName=Helianthus doronicoides
Helianthus giganteus,Giant Sunflower,Perennial,3.6,4-8,F,LMH,N,M,3,0,0,https://pfaf.org/user/Plant.aspx?LatinName=Helianthus giganteus
Helianthus hybrids,Perennial Sunflower,Perennial,3.6,4-11,F,LMH,N,DM,4,2,2,https://pfaf.org/user/Plant.aspx?LatinName=Helianthus hybrids
Helianthus laetiflorus,"Showy Sunflower, Cheerful sunflower",Perennial,2.0,4-8,,LMH,N,M,2,0,,https://pfaf.org/user/Plant.aspx?LatinName=Helianthus laetiflorus
Helianthus lenticularis,Wild Sunflower,Annual,3.0,-,,LMH,N,M,3,0,,https://pfaf.org/user/Plant.aspx?LatinName=Helianthus lenticularis
Helianthus maximilianii,"Maximillian Sunflower, Maximillian Daisy",Perennial,2.4,5-10,M,LMH,N,M,3,0,0,https://pfaf.org/user/Plant.aspx?LatinName=Helianthus maximilianii
Helianthus pauciflorus,"Stiff Sunflower, Prairie Sunflower",Perennial,1.5,3-7,F,LMH,N,DM,4,0,1,https://pfaf.org/user/Plant.aspx?LatinName=Helianthus pauciflorus
Helianthus petiolaris,Prairie Sunflower,Annual,3.0,4-8,,LMH,N,DM,2,1,0,https://pfaf.org/user/Plant.aspx?LatinName=Helianthus petiolaris
Helianthus strumosus,Paleleaf Woodland Sunflower,Perennial,2.0,4-8,,LMH,N,M,2,1,,https://pfaf.org/user/Plant.aspx?LatinName=Helianthus strumosus
Helianthus tuberosus,Jerusalem Artichoke,Perennial,2.4,4-8,F,LMH,N,DM,4,1,3,https://pfaf.org/user/Plant.aspx?LatinName=Helianthus tuberosus
Helichrysum apiculatum,Common Everlasting Flower,Shrub,0.6,8-11,,LMH,SN,M,0,1,,https://pfaf.org/user/Plant.aspx?LatinName=Helichrysum apiculatum
Helichrysum arenarium,Everlasting Flower,Perennial,0.3,4-8,,LM,N,DM,0,2,,https://pfaf.org/user/Plant.aspx?LatinName=Helichrysum arenarium
Helichrysum italicum,Curry Plant,Shrub,0.6,7-10,,LM,N,DM,2,0,3,https://pfaf.org/user/Plant.aspx?LatinName=Helichrysum italicum
Helichrysum orientale,,Perennial,0.3,6-9,,LM,N,DM,0,0,2,https://pfaf.org/user/Plant.aspx?LatinName=Helichrysum orientale
Helichrysum stoechas,,Perennial,0.5,7-10,,LM,N,DM,0,1,,https://pfaf.org/user/Plant.aspx?LatinName=Helichrysum stoechas
Helicostylis tomentosa,"Letterhout, Letter Wood",Tree,20.0,10-12,M,LMH,N,M,4,2,3,https://pfaf.org/user/Plant.aspx?LatinName=Helicostylis tomentosa
Heliopsis helianthoides,"False sunflower, Oxeye sunflower",Perennial,1.5,3-9,F,LMH,SN,DM,2,0,2,https://pfaf.org/user/Plant.aspx?LatinName=Heliopsis helianthoides
Heliotropium arborescens,"Heliotrope, Garden heliotrope, Cherry Pie, Heliotrope",Shrub,1.0,9-11,M,LMH,N,M,0,1,3,https://pfaf.org/user/Plant.aspx?LatinName=Heliotropium arborescens
Heliotropium ellipticum,,Perennial,0.3,-,,LMH,SN,DM,0,1,,https://pfaf.org/user/Plant.aspx?LatinName=Heliotropium ellipticum
Helleborus foetidus,"Stinking Hellebore, Setterwort, Bear's Foot, Bearsfoot, Setterwort, Stinkwort, Stinking Hellebore",Perennial,0.8,6-9,M,LMH,S,M,0,2,1,https://pfaf.org/user/Plant.aspx?LatinName=Helleborus foetidus
Helleborus niger,Black Hellebore,Perennial,0.3,3-7,,LMH,S,M,0,2,2,https://pfaf.org/user/Plant.aspx?LatinName=Helleborus niger
Helleborus viridis,Green Hellebore,Perennial,0.3,5-9,,LMH,S,M,0,2,2,https://pfaf.org/user/Plant.aspx?LatinName=Helleborus viridis
Helwingia chinensis,,Shrub,1.5,7-10,,LMH,FS,M,1,1,,https://pfaf.org/user/Plant.aspx?LatinName=Helwingia chinensis
Helwingia himalaica,,Shrub,2.5,-,,LMH,FS,M,1,0,,https://pfaf.org/user/Plant.aspx?LatinName=Helwingia himalaica
Helwingia japonica,,Shrub,1.5,7-10,,LMH,SN,M,1,0,,https://pfaf.org/user/Plant.aspx?LatinName=Helwingia japonica
Helwingia liukiuensis,,Shrub,1.5,-,,LMH,FS,M,1,0,,https://pfaf.org/user/Plant.aspx?LatinName=Helwingia liukiuensis
Hemerocallis altissima,,Perennial,1.2,-,,LMH,SN,DM,4,1,1,https://pfaf.org/user/Plant.aspx?LatinName=Hemerocallis altissima
Hemerocallis aurantiaca,,Perennial,0.8,5-9,,LMH,SN,DM,4,1,2,https://pfaf.org/user/Plant.aspx?LatinName=Hemerocallis aurantiaca
Hemerocallis bulbiferum,,Perennial,0.0,-,,LMH,SN,DM,4,1,1,https://pfaf.org/user/Plant.aspx?LatinName=Hemerocallis bulbiferum
Hemerocallis citrina,Citron daylily,Perennial,0.8,4-8,,LMH,SN,DM,4,1,2,https://pfaf.org/user/Plant.aspx?LatinName=Hemerocallis citrina
Hemerocallis coreana,,Perennial,0.4,0-0,,LMH,SN,DM,4,1,1,https://pfaf.org/user/Plant.aspx?LatinName=Hemerocallis coreana
Hemerocallis darrowiana,Day Lily,Perennial,0.1,0-0,,LMH,SN,DM,4,1,2,https://pfaf.org/user/Plant.aspx?LatinName=Hemerocallis darrowiana
Hemerocallis dumortieri,Dumortier's daylily,Perennial,0.5,4-8,,LMH,SN,DM,4,1,3,https://pfaf.org/user/Plant.aspx?LatinName=Hemerocallis dumortieri
Hemerocallis exaltata,,Perennial,1.0,4-8,,LMH,SN,DM,4,1,1,https://pfaf.org/user/Plant.aspx?LatinName=Hemerocallis exaltata
Hemerocallis forrestii,,Perennial,0.4,4-8,,LMH,SN,DM,2,1,1,https://pfaf.org/user/Plant.aspx?LatinName=Hemerocallis forrestii
Hemerocallis fulva,"Common Day Lily, Orange daylily, Tawny Daylily,  Double Daylily",Perennial,1.0,3-10,M,LMH,SN,DM,5,2,2,https://pfaf.org/user/Plant.aspx?LatinName=Hemerocallis fulva
